Letter,Word,Video URL,Image URL,Assuntos,Acepção,Exemplo,Exemplo Libras,Classe Gramatical,Origem
A,A,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg,NENHUM,Primeira letra do alfabeto da língua portuguesa; sinal gráfico elementar com que se representam os vocábulos na língua escrita.,Invente qualquer palavra que comece com a letra A.,VOCÊ INVENTAR QUALQUER PALAVRA COMEÇAR A.,SUBSTANTIVO,Nacional
A,ABACATE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abacateSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,FRUTA,"O fruto do abacateiro. Comestível, tem a polpa amarelada e macia. É consumido puro, com açúcar, em pratos salgados ou em vitaminas.",Você gosta de abacate com leite?,VOCÊ GOSTAR ABACATE LEITE JUNTO?,SUBSTANTIVO,Nacional
A,ABACAXI,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abacaxiSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg,FRUTA,"Fruta de casca grossa e áspera. Sua polpa pode ser consumida pura, em forma de sucos, doces e sorvetes.","Hoje tomei suco de abacaxi, ele estava ácido.",HOJE S-U-C-O ABACAXI BEBER ÁCID@.,SUBSTANTIVO,Nacional
A,ABAFAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abafarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg,NENHUM,"Cobrir ou fechar, para manter o calor.","Se você quer abafar seu quarto, é melhor fechar tudo.",S-I VOCÊ QUERER QUARTO SE@ ABAFAR A-R? MELHOR FECHAR-TUDO.,VERBO,Nacional
A,ABAIXO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abaixoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg,NENHUM,"Lugar, posição ou situação inferior, em relação a outros de nível mais elevado.","Não é no primeiro apartamento abaixo, é no segundo.",APARTAMENTO PRIMEIR@ NÃO SEGUND@ ABAIXO.,ADV.,Nacional
A,ABAIXO-ASSINADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abaixo-assinadoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg,NENHUM,"Lista encaminhada a determinado destinatário, com a assinatura de pessoas que reivindicam ou manifestam sua opinião sobre um assunto.",Os surdos fizeram um abaixo-assinado pedindo mais empregos ao governo.,SURD@ ABAIXO-ASSINADO PEDIR GOVERNO EMPREGO MAIS.,LOC. SUBST.,Nacional
A,ABAJUR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abajurSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg51b.jpg,CASA,Quebra-luz; peça usada para oferecer iluminação indireta em ambientes.,A lâmpada do abajur queimou.,coisa-cônicaLÂMPADA LÂMPADA-QUEIMAR .,SUBSTANTIVO,Nacional
A,ABANAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abanarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg04.jpg,NENHUM,Agitar seguidamente um leque ou abano.,Está vendo aquela velha se abanando? Ela é avó da minha amiga.,2sOLHAR3s VELH@ ABANAR-LEQUE LÁ(ME) V-O-V-O AMIG@(MD).,VERBO,Nacional
A,ABANDONAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abandonar1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg33.jpg,NENHUM,"Desprezar, largar, deixar de cuidar.",O carro velho foi abandonado naquela garagem.,AQUEL@ CARAGEM CARRO VELH@ ABANDONAR.,VERBO,Nacional
A,ABANDONAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abandonar2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg,NENHUM,"Deixar pessoa ou algum objeto, sem intenção de retomá-lo.",Coitada dessa criança tão bonita dormindo na rua. Como seus pais tiveram coragem de abandoná-la?!,CRIANÇA BONIT@ DORMIR R-U-A COITAD@! P-A-I M-Ã-E DEL@ ABANDONAR CORAGEM?!,VERBO,Nacional
A,ABARROTADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abarrotadoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg,NENHUM,Muito cheio; ocupado acima da capacidade normal.,Ontem o metrô estava abarrotado de gente.,ONTEM METRÔ PESSOA MUIT@ ABARROTAD@ pessoaCHEI@,ADJETIVO,Nacional
A,ABASTADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abastadoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46b.jpg,NENHUM,Possuidor de bens; rico; endinheirado.,"Ele é rico, abastado.",EL@ RIC@ ABASTAD@.,ADJETIVO,Nacional
A,ABATIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abatidoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,SENTIMENTOS,Deprimido; desanimado.,A família consolou a viúva que estava abatida.,FAMÍLIA CONSOLAR MULHER VIÚV@ ABATID@,ADJETIVO,Nacional
A,ABATIMENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abatimentoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg,NENHUM,Desconto; redução.,Você pode fazer abatimento dos gastos hospitalares no Imposto de Renda.,HOSPITAL GASTAR VOCÊ I.R. ABATIMENTO PODER.,SUBSTANTIVO,Nacional
A,ABDICAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abdicarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg35a.jpg,NENHUM,Ato voluntário de renúncia a um cargo conferido por nobreza ou honraria.,O Coronel abdicou de tornar-se major do exército.,HOMEM AQUEL@ CORONEL ABDICAR MAJOR EXERCITO.,VERBO,Nacional
A,ABDÔMEN,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abdomenSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg,CORPO,"Região entre o tórax e a bacia, em cuja cavidade estão os órgãos digestivos, urinários e outros igualmente importantes; ventre; barriga.",O médico me mandou tirar raio-x do abdômen.,MÉDIC@ 3sMANDAR1s RAIO-X ABDÔMEN.,SUBSTANTIVO,Nacional
A,ABELHA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abelhaSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg,ANIMAL/INSETO/PEIXE/AVE,Inseto de quatro asas membranosas e aparelho bucal mastigador. Algumas espécies fabricam o mel.,O mel de abelha é bom contra a tosse.,MEL ABELHA BO@ TOSSE.,SUBSTANTIVO,Nacional
A,ABENÇOAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abencoar1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg42.jpg,NENHUM,Dar a benção; benzer.,Eu orei a Deus para abençoar minha vida.,EU ORAR DEUS ABENÇOAR VIDA BEM.,VERBO,Nacional
A,ABENÇOAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abencoar2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg,NENHUM,Dar a benção; benzer.,"No final do culto, o pastor abençoou a todos.",F-I-M CULTO PASTOR ABENÇOARtodos.,VERBO,Nacional
A,ABERTO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aberto1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg,NENHUM,O que permite a passagem; o que não está fechado.,Ontem você deixou a porta da sala aberta.,ONTEM VOCÊ CASA PORTA-ABERT@ DEIXAR S-A-L-A.,ADJETIVO,Nacional
A,ABERTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aberto2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,NENHUM,"Acessível, livre, transponível.",O curso de computação vai estar aberto no sábado.,CURSO COMPUTADOR TER ABERT@ SÁBADO.,ADJETIVO,Nacional
A,ABERTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aberturaSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg,NENHUM,Início de um evento; solenidade com que são abertos os trabalhos de um evento.,"A abertura do seminário do MEC, na semana passada, foi ótima!",SEMANA PASSAD@ ABERTURA SEMINÁRIO M-E-C ÓTIM@!,SUBSTANTIVO,Nacional
A,ABISMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abismarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg,NENHUM,Assombrado ou admirado.,"Estou abismado, que casa tão grande e tão bonita!",ABISMAD@ CASA GRANDEmuito BONIT@muito!,ADJETIVO,Nacional
A,ABÓBORA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobora1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg51a.jpg,LEGUME/VERDURA,"Tipo de fruto comestível, muito usado em preparações salgadas e doces da culinária brasileira.","Eu já comi doce de abóbora, é gostoso!",DOCE LARANJA^coisa-volumosa-arredondada COMER JÁ GOSTOS@!,SUBSTANTIVO,Nacional
A,ABÓBORA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobora2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg45.jpg,LEGUME/VERDURA,"Tipo de fruto comestível, muito usado em preparações salgadas e doces da culinária brasileira.",Eu nunca comi abóbora verde.,VERDE coisa-sinuosa EU COMER N-U-N-C-A.,SUBSTANTIVO,Nacional
A,ABOBRINHA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobrinhaSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg45.jpg,LEGUME/VERDURA,"Fruto de aboboreira. Legume de casca verde e polpa esverdeada, usado em refogados, cozidos e outras preparações salgadas.",Hoje não encontrei abobrinha na feira.,HOJE FEIRA PROCURAR ENCONTRAR NÃO ABOBRINHA.,SUBSTANTIVO,Nacional
A,ABOCANHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abocanharSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg,NENHUM,"Apanhar, pegar com a boca; morder.",O jacaré abocanhou a cobra.,JACARÉ COBRA ABOCANHAR.,VERBO,Nacional
A,ABOLIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abolicaoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,NENHUM,Revogação ou anulação de uma lei ou ordem.,"Antigamente os escravos negros sofriam. Mais tarde, conseguiram a abolição da escravatura.",ANTIGAMENTE NEGR@ SOFRER ESCRAV@-ABOLIÇÃO CONSEGUIR.,SUBSTANTIVO,Nacional
A,ABONAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abonarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg04.jpg,NENHUM,Justificar; não descontar.,Meu chefe abonou minha falta e amanhã vou ter folga.,FALTA CHEFE 3sABONAR1s. AMANHÃ FOLGAR.,VERBO,Nacional
A,ABONO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abonoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg04.jpg,NENHUM,Fiança; garantia; quantia adiantada por conta de um futuro vencimento.,"No BANERJ não tem abono, só paga o salário.",B-A-N-C-O B-A-N-E-R-J TER-NÃO ABON@ SÓ SALÁRIO.,SUBSTANTIVO,Nacional
A,ABORRECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aborrecerSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg,NENHUM,Sentir ou provocar aborrecimento; constranger; amolar.,Não vale a pena se aborrecer.,ABORRECER BO@ NÃO.,VERBO,Nacional
A,ABORRECIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aborrecidoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg,SENTIMENTOS,"Ser tomado por um sentimento negativo, que expressa contrariedade.",Ontem roubaram meu cachorro e eu fiquei muito aborrecido.,ONTEM ROUBAR ME@ CACHORR@ ABORRECID@muito.,ADJETIVO,Nacional
A,ABORTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,NENHUM,"Sofrer a perda do feto, prematuramente e por vontade própria; não cumprir todo o período de gestação.","No Brasil, a mulher grávida só pode abortar em caso de problema de saúde.",BRASIL MULHER-GRÁVIDA PODER ABORTAR S-Ó PROBLEMA SAÚDE.,VERBO,Nacional
A,ABORTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg,NENHUM,"Expulsão prematura do feto por causas naturais, como acidentes e doenças.","Minha esposa caiu e abortou; fiquei triste, porque queria um filho.",ESPOS@ M@ pessoaCAIRchão ABORTAR EU TRISTE QUERER FILH@.,VERBO,Nacional
A,ABORTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,HIGIENE/SAÚDE,Expulsão prematura do feto.,A igreja proibe o aborto.,ABORTO IGREJA PROIBIR.,SUBSTANTIVO,Nacional
A,ABOTOAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abotoarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg,NENHUM,"Enfiar os botões nas aberturas correspondentes, ou casas, para fechar uma ou mais peças do vestuário.",Você se esqueceu de abotoar a camisa do seu filho!,CAMISA SE@ FILH@ ABOTOAR ESQUECER!,VERBO,Nacional
A,ABRACADABRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracadabraSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg,ESPORTE/DIVERSÃO,"Expressão comum nas estórias infantis, no teatro e nas apresentações de mágicos, para expressar poderes sobrenaturais.",Eu sei fazer ABRACADABRA e transformar um ovo em pinto!,EU SABER O-V-O ABRACADABRA TRANSFORMAR PINTO.,SUBSTANTIVO,Nacional
A,ABRAÇAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,NENHUM,"Envolver uma pessoa com os braços, aproximando-se dela.",Ela abraçou o seu filho.,EL@ ABRAÇAR FILH@ DEL@.,VERBO,Nacional
A,ABRAÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,NENHUM,Situação em que duas pessoas se abraçam; demonstração de afeto.,Diga a sua esposa que mandei um abraço.,FALAR ABRAÇO ESPOS@ SE@.,SUBSTANTIVO,Nacional
A,ABRAÇO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abraco2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg,NENHUM,"Ato de envolver alguém com os braços, para fazer uma saudação ou uma manifestação de carinho.",Um bom abraço é gostoso.,ABRAÇO BO@ GOSTOS@.,SUBSTANTIVO,Nacional
A,ABREVIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abreviarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg12.jpg,NENHUM,Encurtar; reduzir; usar menos tempo.,Você fará a palestra no congresso de amanhã? Precisa abreviar.,AMANHÃ CONGRESSO VOCÊ PALESTRA? PRECISAR ABREVIAR.,VERBO,Nacional
A,ABRIDOR DE LATA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abridor%20de%20lata1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg,APARELHO/MÁQUINA,"Objeto cortante usado para remover a parte superior de latas de conservas, doces e outras, dando acesso ao seu conteúdo.",Eu abri a lata de tomate e ele estava podre.,EU ABRIDOR-DE-LATA-ABRIR TOMATE PODRE.,SUBSTANTIVO,Nacional
A,ABRIDOR DE LATA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abridor%20de%20lata2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg10.jpg,APARELHO/MÁQUINA,"Objeto cortante usado para remover a parte superior de latas de conservas, doces e outras, dando acesso ao seu conteúdo.",Fui convidada pela empresa Arno para assistir ao lançamento do novo abridor de latas automático.,EMPRESA A-R-N-O 3sCONVIDAR1s ASSISTIR LANÇAMENTO ABRIDOR-DE-LATA NOV@ AUTOMÁTIC@.,SUBSTANTIVO,Nacional
A,ABRIGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrigarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,NENHUM,"Proteger contra os perigos, o frio ou a chuva.",Meu cunhado construir um teto para abrigar o carro.,ME@ CUNHAD@ CONSTRUIR TETO CARRO veículoABRIGAR.,VERBO,Nacional
A,ABRIGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrigoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,NENHUM,"Proteção contra os perigos, a chuva, o frio, o calor.","Nós dois vamos procurar um abrigo, pois vai chover forte.",V-A-I CHOVER FORTE NÓS-2 PROCURAR ABRIGO.,SUBSTANTIVO,Nacional
A,ABRIL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrilSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg,ANO SIDERAL,"Quarto mês do calendário anual, seguinte ao mês de março e anterior ao de maio. Tem 30 dias.",Eu nasci no mês de abril.,EU NASCER ABRIL.,SUBSTANTIVO,Nacional
A,ABRIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg,NENHUM,Remover o obstáculo que impede a passagem de uma substância através do gargalo.,Eu abri a garrafa e bebi a água muito gelada.,EU ABRIR-GARRAFA ÁGUA BEBER GELAD@muito.,VERBO,Nacional
A,ABRIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg,NENHUM,Mover e separar as partes juntas para dar passagem à claridade e ao ar; liberar a entrada e a saída de ar e luz.,"Por favor, abra a janela da sala!",FAVOR JANELA S-A-L-A ABRIR!,VERBO,Nacional
A,ABRIR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir3Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg,NENHUM,Separar as partes de mantêm a porta fechada; dar passagem; permitir a entrada e a saída de pessoas e objetos.,Não consigo abrir esta porta!,PORTA EST@ CONSEGUIR-NÃO ABRIR!,VERBO,Nacional
A,ABRIR4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir4Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg,NENHUM,"Retirar a peça que veda potes, vidros, garrafas e similares.",Não abra esta tampa porque está enferrujada!,TAMPA-ABRIR NÃO EVITAR ENFERRUJAD@!,VERBO,Nacional
A,ABRIR5,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir5Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg,NENHUM,Separar as pálpebras; estar pronto para olhar.,"Cinco horas depois da operação do coração, Mauro abriu os olhos.",M-A-U-R-O CORAÇÃO peitoOPERAR HORA 5 DEPOIS ABRIR-OLHO.,VERBO,Nacional
A,ABSOLVER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absolverSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg,NENHUM,Perdoar; retirar a culpa.,O juiz absolveu o ladrão por falta de provas.,FALTAR PROVA LADRÃ@ JUIZ ABSOLVER.,VERBO,Nacional
A,ABSORVENTE HIGIÊNICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorvente-higienicoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg37a.jpg,HIGIENE/SAÚDE,Produto utilizado pelas mulheres no período de menstruação.,Eu vou à farmácia comprar um absorvente higiênico.,EU COMPRAR ABSORVENTE-HIGIÊNICO FARMÁCIA.,SUBSTANTIVO,Nacional
A,ABSORVER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorver1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg,NENHUM,Recolher o líquido existente em uma superfície.,"Tem muita água no chão, pegue uma esponja para absorver.",CHÃO ÁGUA ESPARRAMAR! PEGAR ESPONJA ABSORVER.,VERBO,Nacional
A,ABSORVER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorver2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg,NENHUM,Receber e elaborar uma informação; compreender.,Não consegui absorver a aula de História.,AULA HISTORIA ABSORVER CONSEGUIR NÃO.,VERBO,Nacional
A,ABSTER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absterSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg,NENHUM,Refrear-se; conter-se; afastar-se do consumo de algum alimento.,Meu tio resolveu abster-se de doces para emagrecer.,TI@ ME@ EMAGRECER DOCE+ ABSTER.,VERBO,Nacional
A,ABSURDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absurdo1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg58.jpg,NENHUM,Além do aceitável; incrível.,"O governo cobra IPTU alto, que absurdo!",GOVERNO I-P-T-U COBRAR ABSURDOmuito!,ADJETIVO,Nacional
A,ABUSADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusadoSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg,NENHUM,Atrevido; sem respeito aos limites.,"Ele é muito abusado, não tem educação.",EL@ ABUSAD@ EDUCAÇÃO TER-NÃO.,ADJETIVO,Nacional
A,ABUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg,NENHUM,Aproveitar-se; tirar vantagem.,Ele abusa de você!,EL@ ABUSAR VOCÊ!,VERBO,Nacional
A,ACABAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar1Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg,NENHUM,Terminar; concluir; finalizar.,Já acabei o texto e estou aliviado.,TEXTO PREPARAR ACABAR ALIVIAD@<brrrru>.,VERBO,Nacional
A,ACABAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar2Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg,NENHUM,Chegar ao final; concluir; encerrar.,"A novela acabou e, agora, vou dormir.Tchau!",NOVELA ACABAR IR<vou> DORMIR TCHAU.,VERBO,Nacional
A,ACABAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar3Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg,NENHUM,Deixar de acontecer; terminar.,"A aula já acabou, pode ir para casa.",AULA ACABAR PODER IR CASA.,VERBO,Nacional
A,ACABAR4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar4Sm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg,NENHUM,Esgotar; não mais existir.,A água acabou. É preciso comprar novamente.,ÁGUAR ACABAR PRECISAR COMPRAR OUTRA-VEZ.,VERBO,Nacional
A,AÇAÍ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acaiSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg,FRUTA,"Fruta que vem de uma palmeira. É consumida ao natural e utilizada para fazer doces, sorvetes e sucos.",Eu bebo um copo cheio de suco de açaí. É forte e saudável.,AÇAÍ BEBER-CORPO-INTEIRO FORTE SAÚDE.,SUBSTANTIVO,Nacional
A,ACALENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalentarSm_Prog001.mp4,https://www.ines.gov.br/https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg,NENHUM,"Com a criança nos braços, fazer movimentos suaves para um lado e para outro do corpo, geralmente cantando, para que ela durma.",O bebê estava chorando e eu o acalantei.,BEBÊ CHORARcontinuativo EU ACALENTAR.,VERBO,Nacional
