Word,category,example_pt,example_libras,video_url,hand_gesture
Dente,Corpo Humano,"Um adulto possui, em média, 32 dentes.",PESSOA TER MAIS-OU-MENOS 32 DENTES.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01163-dente.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
Faringe,Corpo Humano,Dores na faringe são chamadas de faringite.,DOR FARINGE NOME F-A-R-I-N-G-I-T-E.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01165-faringe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Fezes,Corpo Humano,No sítio do meu avô há muitas fezes de cavalo.,FAZENDA MEU AVO TER FEZES-MUITAS CAVALO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1298-fezes.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Fígado,Corpo Humano,O fígado é um órgão muito importante para o sistema digestório.,FÍGADO ÓRGÃO IMPORTANTE SISTEMA DIGESTÓRIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/827-figado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Garganta,Corpo Humano,Meu pai está com dor de garganta.,MEU PAI GARGANTA DOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/835-garganta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Gordo,Corpo Humano,Meu irmão gêmeo é mais gordo que eu.,,Not Available,
Higiene,Corpo Humano,É importante cuidar da higiene pessoal.,HIGIENE PESSOAL CUIDAR IMPORTANTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00942-higiene.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Intestino delgado,Corpo Humano,O intestino do ser humano pode ter cerca de 6 metros de comprimento.,INTESTINO PESSOA TER MAIS-OU-MENOS 6 METROS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/836-intestino.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Joelho,Corpo Humano,"Quando jogo bola, meu joelho dói.",EU JOGAR FUTEBOL MEU JOELHO DOER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01166-joelho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Laringe,Corpo Humano,As cordas vocais se localizam na laringe.,,Not Available,
Língua,Corpo Humano,Tomei café muito quente e queimei a língua.,SE CAFÉ QUENTE-MUITO MACHUCAR LÍNGUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/837-lingua.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Mão,Corpo Humano,"Se ficar com medo, pode segurar minha mão.",SE MEDO-MUITO PODER SEGURAR MINHA MÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01167-mao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Nádegas,Corpo Humano,Minhas nádegas doem quando fico sentado por muito tempo.,,Not Available,
Nariz,Corpo Humano,Tenho um piercing no nariz.,EU TER PIERCING NARIZ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/838-nariz.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Olho,Corpo Humano,Você tem olhos bonitos.,VOCÊ OLHOS BONITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01168-olho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Ombro,Corpo Humano,A bola bateu no ombro do jogador.,BOLA BATER OMBRO JOGADOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01169-ombro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Orelha,Corpo Humano,É preciso limpar muito bem as orelhas.,LIMPAR ORELHAS IMPORTANTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1170-orelha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Osso,Corpo Humano,Tenho ossos fortes.,EU TER OSSOS FORTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/840-osso.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Ovário,Corpo Humano,A mulher possui dois ovários.,MULHER TER 2 OVÁRIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1171-ovario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg
Pé,Corpo Humano,Eu preciso cortar as unhas do pé.,EU PRECISAR CORTAR UNHA PÉ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1172-pe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Pele,Corpo Humano,É preciso passar protetor solar na pele.,PROTETOR SOLAR PELE IMPORTANTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1173-pele.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Pênis,Corpo Humano,O pênis é um órgão masculino.,HOMEM TER PÊNIS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/828-penis.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Perna,Corpo Humano,Ele possui pernas grandes.,ELE TER PERNA-GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1174-perna.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Pescoço,Corpo Humano,A girafa tem um pescoço grande.,GIRAFA TER PESCOÇO-GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1175-pesco%C3%A7o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Pulmão,Corpo Humano,Respiração é o ato de encher o pulmão de ar.,RESPIRAÇÃO ENCHER AR PULMÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/830-pulmao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Rins,Corpo Humano,Doei um dos meus rins.,MEU RIM DOAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1176-rins.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Sangue,Corpo Humano,Eu não posso ver sangue que logo desmaio.,EU PODER-NÃO VER SANGUE PORQUE EU DESMAIAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/841-sangue.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Saúde,Corpo Humano,É importante cuidar da saúde.,,Not Available,
Sobrancelhas,Corpo Humano,A sobrancelha dele é feia.,ELA SOBRANCELHA FEIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1178-sobrancelhas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Suor,Corpo Humano,Minha blusa está molhada de suor.,,Not Available,
Unha,Corpo Humano,Minha unha quebrou enquanto lavava louça.,MINHA UNHA QUEBRAR PORQUE EU LAVAR LOUÇA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/842-unha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
Urina,Corpo Humano,Preciso fazer um exame de urina e levar ao médico.,EU PRECISAR EXAME URINA LEVAR MEDICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1305-urina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/61.jpg
Útero,Corpo Humano,Durante a menstruação o útero da mulher aumenta.,MULHER MENSTRUAR ÚTERO AUMENTAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/843-utero.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Vagina,Corpo Humano,A vagina é um órgão feminino.,VAGINA ÓRGÃO PRÓPRIO MULHER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1179-vagina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Adeus,Cumprimentos,"Não costumo dizer adeus, porque não gosto de despedidas.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01566-Adeus.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Aleluia,Cumprimentos,"Na igreja amo cantar o hino ""Aleluia"".",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01580-Aleluia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Boa Noite,Cumprimentos,O homem não me desejou uma boa noite.,ELE DIZER-NAO BOA NOITE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01444-Boa-Noite.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Boa tarde,Cumprimentos,Boa tarde para vocês!,BOA TARDE VOCES,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01445-Boa-Tarde.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Bom Dia,Cumprimentos,Todos os dias desejo um bom dia para amigos e família.,TODO-DIA DIZER BOM DIA AMIGOS TAMBEM FAMILIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01446-Bom-Dia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Obrigado,Cumprimentos,Obrigado pelo café.,OBRIGADO CAFE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01448-Obrigado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Oi,Cumprimentos,"Oi, tudo bem?",OI BEM,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01449-Oi.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg
Por Favor/Com Licença,Cumprimentos,"Por favor, com licença!?",POR FAVOR,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01450-Por-favor-com-licen%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Saudade,Cumprimentos,Estou com saudade da família.,SAUDADE MINHA FAMILIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01451-Saudade.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Tchau,Cumprimentos,"Até amanhã, tchau.",TCHAU ENCONTRAR AMANHA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01452-Tchau.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Tudo Bem,Cumprimentos,Tudo bem? Você parece cansado.,TUDO BEM VOCE PARECER CANSAD@,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01453-Tudo-bem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
Aluguel,Dinheiro,Nós moramos em uma casa de aluguel.,NÓS MORAR CASA ALUGUEL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1180-aluguel.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Cartão,Dinheiro,Não tenho cartão de crédito.,"""EU NÃO-TER CARTÃO CRÉDITO. """,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/cartao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/44.jpg
Cheque,Dinheiro,Na loja não aceita cheque.,LOJA NÃO-ACEITAR CHEQUE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1182-cheque.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/62.jpg
Conta,Dinheiro,Minha família foi comer pizza e depois a mãe pediu a conta.,FAMÍLIA COMER PIZZA DEPOIS MÃE PEDIR CONTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1183-conta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/50.jpg
Débito,Dinheiro,Estou com um débito no banco porque fiz uma compra cara.,,Not Available,
Dinheiro,Dinheiro,Estou sem dinheiro.,,Not Available,
Dízimo,Dinheiro,Ontem dei o dízimo na igreja.,VOCÊ IGREJA DÍZIMO JÁ?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01164-dizimo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Dólar,Dinheiro,O dólar é a moeda usada nos EUA.,DÓLAR DINHEIRO PRÓPRIO ESTADOS UNIDOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1185-dolar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Economia,Dinheiro,Meu pai já fez o curso de economia.,MEU PAI ESTUDAR CURSO ECONOMIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/793-economia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg
Empréstimo,Dinheiro,A mulher pediu um empréstimo no banco para comprar uma casa.,MULHER PEDIR EMPRÉSTIMO BANCO COMPRAR CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1186-emprestimo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Imposto,Dinheiro,Até amanhã tenho que pagar o imposto do carro.,EU PAGAR IMPOSTO CARRO AMANHÃ LIMITE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1188-imposto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg
Juros,Dinheiro,Comprei o carro parcelado com os juros baixos.,EU COMPRAR CARRO JURO PEQUENO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1190-juros.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg
Lucro,Dinheiro,"Se vendermos o pastel à 3 reais, teremos um lucro de 2 reais.",SE VENDER PASTEL 3 REAIS NÓS GANHAR 2 REAIS LUCRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1191-lucro.mp4,
Mil,Dinheiro,Ontem o público no show foi de mais de 2 mil pessoas.,ONTEM SHOW MIL PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1192-mil.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Milhão,Dinheiro,O Rio de Janeiro tem quase 7 milhões de pessoas.,PESSOA MORAR CIDADE RIO-DE-JANEIRO QUASE 7 MILHÃO PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1193-milhao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Milionário,Dinheiro,Ele é milionário.,,Not Available,
Moeda,Dinheiro,Comecei a guardar moeda de 1 real.,EU COLECIONAR MOEDA 1 CENTAVO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1194-moeda.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Multa,Dinheiro,"Preciso pagar uma multa de trânsito, porque fiz errado.",SE ERRAR TRÂNSITO PAGAR MULTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1195-multa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Orçamento,Dinheiro,"Chamei o homem para fazer orçamento, porque a geladeira quebrou.",GELADEIRA QUEBRAR EU CHAMAR HOMEM FAZER ORÇAMENTO FUTURO CONSERTAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1196-orcamento.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg
Ouro,Dinheiro,A minha namorada me deu de presente um colar de ouro.,,Not Available,
Pão duro,Dinheiro,O dono da sorveteria é muito pão duro.,,Not Available,
Parcela,Dinheiro,Você pode pagar a parcela de 10x.,VOCÊ PODER COMPRAR PARCELAR 10.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1197-parcela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Pensão,Dinheiro,Esse homem conseguiu a pensão dos avós.,ELEa PENSÃO aRECEBERb AVÓS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1198-pensao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Saque,Dinheiro,Fui ao banco e saquei o dinheiro do meu salário.,BANCO IR SALÁRIO SACAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1201-saque.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg
Seguro,Dinheiro,Preciso preparar o seguro de vida.,EU PRECISAR SEGURO-DE-VIDA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1202-seguro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/16.jpg
Troco,Dinheiro,Eu sempre doo o troco para o atendente.,TROCOa EU SEMPRE aDARb ATENDENTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1203-troco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg
Vale,Dinheiro,Ele ganhou um vale refeição em um sorteio.,,Not Available,
Vaquinha,Dinheiro,Irei fazer uma vaquinha para a minha lua-de-mel.,,Not Available,
Vencimento,Dinheiro,O vencimento da conta foi ontem.,,Not Available,
PREVIOUS,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/abstrato.mp4,
NEXT,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/abstrato.mp4,
Abstrato,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/abstrato.mp4,
Adjetivo,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/adjetivo-1.mp4,
Alofone,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alofone.mp4,
Alomorfe,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alomorfe.mp4,
Análise do discurso,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/analise-do-discurso.mp4,
Astronomia,Disciplina,Quero estudar astronomia,EU QUERER ESTUDAR ASTRONOMIA.,Not Available,
Filosofia,Disciplina,Tem muita leitura a disciplina de filosofia.,DISCIPLINA FILOSOFIA LER-MUITO PRECISAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/795-filosofia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
História (Disciplina),Disciplina,"Na aula de história de hoje, aprendi sobre a Revolução Francesa.",,Not Available,
Letras,Disciplina,No curso de letras estudo sobre linguística.,CURSO LETRAS ESTUDAR LINGUÍSTICA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/802-letras.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Matemática,Disciplina,Adoro estudar matemática.,ESTUDAR MATEMÁTICA ADORAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/798-matematica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Medicina,Disciplina,Para formar no curso de medicina dura seis anos.,CURSO MEDICINA ESTUDAR 6 ANOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/799-medicina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
