Word,category,example_pt,example_libras,video_url,hand_gesture
Altura,"Situações, Cotidiano e Eventos",Tenho medo de altura.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01803-altura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Aposentado,"Situações, Cotidiano e Eventos",O grupo de aposentados do meu bairro caminha pelo parque todos os dias.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/681-aposentado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Assembléia,"Situações, Cotidiano e Eventos",Ontem fui à Assembléia para votar na proposta do candidato.,ONTEM EU IRa ASSEMBLEIAa VOTAR PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1225-assembleia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Ausente,"Situações, Cotidiano e Eventos",Não podemos estar ausentes nessa aula.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ausente.mp4,
Automática,"Situações, Cotidiano e Eventos",A sua atitude foi quase automática.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/autom%C3%A1tica.mp4,
Bagunça,"Situações, Cotidiano e Eventos",No meu quarto há muita bagunça.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bagun%C3%A7a.mp4,
Banheiro feminino,"Situações, Cotidiano e Eventos",O banheiro feminino fica à direita do bar.,,Not Available,
Banheiro masculino,"Situações, Cotidiano e Eventos",O banheiro masculino está lotado.,,Not Available,
Barulho,"Situações, Cotidiano e Eventos",O seu carro está fazendo um barulho estranho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baruho.mp4,
Batismo,"Situações, Cotidiano e Eventos","No domingo, haverá o batismo do meu primo.",,Not Available,
Beleza,"Situações, Cotidiano e Eventos",Aquela estátua possui uma beleza incomparável.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/beleza.mp4,
Bidirecional,"Situações, Cotidiano e Eventos",,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/bidirecional.mp4,
Coisa,"Situações, Cotidiano e Eventos","Nesse momento, qualquer coisa serve.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coisa.mp4,
Comunidade,"Situações, Cotidiano e Eventos",A comunidade do meu bairro é muito engajada.,COMUNIDADE BAIRRO MEU TRABALHAR-MUITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01469-Comunidade.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Congresso,"Situações, Cotidiano e Eventos",Semana passada fui a um congresso de linguística.,SEMANA PASSADA EU IR CONGRESSO LINGUÍSTICA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/456-congresso.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Curto,"Situações, Cotidiano e Eventos",O meu moletom está muito curto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/curto.mp4,
Dentro,"Situações, Cotidiano e Eventos",Dentro daquela caixa tem um lagartixa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dentro.mp4,
Duro,"Situações, Cotidiano e Eventos",O meu bolo ficou muito duro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/duro.mp4,
Eleição,"Situações, Cotidiano e Eventos",As eleições para presidente costumam ser em outubro.,ELEIÇÕES PRESIDENTE OUTUBRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/457-eleicao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Errado,"Situações, Cotidiano e Eventos",Os exercícios estão errados.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/enxada.mp4,
Espaço,"Situações, Cotidiano e Eventos","Com licença, preciso de espaço.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/espa%C3%A7o.mp4,
Espaçoso,"Situações, Cotidiano e Eventos",Ele realmente é muito espaçoso.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/espa%C3%A7oso.mp4,
Estreito,"Situações, Cotidiano e Eventos",Não consigo passar por esse caminho estreito.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/estreito.mp4,
Fino,"Situações, Cotidiano e Eventos",O barbante é fino.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/fino.mp4,
Formatura,"Situações, Cotidiano e Eventos",Amanhã será a formatura da minha amiga.,AMANHÃ MINHA AMIGA FORMAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/461-formatura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Greve,"Situações, Cotidiano e Eventos",Os estudantes estão em greve para reivindicar melhorias na universidade.,ESTUDANTES GREVE PORQUE QUER MELHOR UNIVERSIDADE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/462-greve.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Grupo,"Situações, Cotidiano e Eventos",Um grupo são várias pessoas reunidas.,GRUPO SIGNIFICAR REUNIR PESSOA-MUITA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1360-grupo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg
Guerra,"Situações, Cotidiano e Eventos","As guerras são sempre ruins, precisamos de paz.",GUERRA RUIM PRECISAR PAZ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/463-guerra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
História,"Situações, Cotidiano e Eventos",A história do meu país é muito emocionante.,MEU PAÍS HISTÓRIA EMOÇÃO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1229-historia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Homicídio,"Situações, Cotidiano e Eventos",A quantidade de homicídios na minha cidade diminuiu.,MINHA CIDADE QUANTIDADE HOMICÍDIO DIMINUIR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1230-homicidio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Independência,"Situações, Cotidiano e Eventos",A independência do Brasil foi proclamada no dia 7 de setembro.,,Not Available,
Indivíduo,"Situações, Cotidiano e Eventos",Cada indivíduo tem seu papel na humanidade.,INDIVIDUO TER RESPONSABILIDADE HUMANIDADE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1361-individuo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg
Lazer,"Situações, Cotidiano e Eventos",Queria ter mais tempo para fazer as minhas atividades de lazer.,,Not Available,
Leilão,"Situações, Cotidiano e Eventos",O leilão arrecadou muito dinheiro.,HOJE ACONTECER LEILÃO PORQUE FACULDADE PRECISAR DINHEIRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/466-leilao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Multidão,"Situações, Cotidiano e Eventos",Cuidado com a multidão na rua.,CUIDADO PORQUE RUA MULTIDAO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1362-multidao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Nascimento,"Situações, Cotidiano e Eventos",A minha data de nascimento é 19 de fevereiro de 1960.,,Not Available,
Olimpíadas,"Situações, Cotidiano e Eventos",Eu e o meu amigo assistimos as Olimpíadas na televisão.,EU JUNTO AMIGO VER TELEVISÃO OLIMPÍADAS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/473-olimpiadas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Palestra,"Situações, Cotidiano e Eventos",Eu adorei a palestra sobre surdez do professor.,EU GOSTAR PROFESSOR PALESTRA SOBRE SURDEZ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/474-palestra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Piada,"Situações, Cotidiano e Eventos",Ontem o meu amigo me contou uma piada muito engraçada.,ONTEM MEU AMIGO CONTAR PIADA ENGRAÇADO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01145-piada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg
Política,"Situações, Cotidiano e Eventos",A política está mais presente em nossas vidas do que imaginamos.,POLITICA VIDA NOSSA SEMPRE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01430-Politica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Povo,"Situações, Cotidiano e Eventos",O povo brasileiro é simpático.,POVO BRASILEIRO SIMPATICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1364-povo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Reunião,"Situações, Cotidiano e Eventos",A reunião será às 14 horas.,REUNIAO HOJE HORARIO QUAL?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1365-reuniao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/22.jpg
Seminário,"Situações, Cotidiano e Eventos",Irei participar de um seminário de Libras no sábado.,,Not Available,
Sinal,"Situações, Cotidiano e Eventos",Qual o sinal de escola?,E-S-C-O-L-A SINAL?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00949-sinal.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Social,"Situações, Cotidiano e Eventos",Os problemas sociais são muito relevantes.,PROBLEMA SOCIAL REVELANTE-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1366-social.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Sossego,"Situações, Cotidiano e Eventos",Hoje eu só queria sossego.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/sossego.mp4,
Tatuagem,"Situações, Cotidiano e Eventos",Irei fazer uma tatuagem amanhã.,QUAL PREÇO TATUAGEM?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/643-tatuagem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Tombo,"Situações, Cotidiano e Eventos",Ontem eu levei um tombo na frente da sala inteira.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tombo.mp4,
Tudo,"Situações, Cotidiano e Eventos","Tudo o que eu compro, eu pago com o meu dinheiro.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tudo.mp4,
Vida,"Situações, Cotidiano e Eventos",Minha vida está boa.,,Not Available,
Zumbi,"Situações, Cotidiano e Eventos",Ontem assisti um filme de zumbi.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/zumbi.mp4,
Abril,Tempo e Calendário,Viajaremos em abril.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01510-Abril-mes.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Agosto,Tempo e Calendário,Eu nasci em agosto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01511-Agosto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Ainda,Tempo e Calendário,Ainda estou viajando.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01578-Ainda.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Ainda não,Tempo e Calendário,Ainda não encontrei sua mochila.,AINDA-NAO ENCONTRAR MOCHILA SUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1337-aindan%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Amanhã,Tempo e Calendário,Amanhã não irei trabalhar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/742-amanha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Ano,Tempo e Calendário,O ano tem doze meses.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01512-Ano.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Antes,Tempo e Calendário,"Antes eu era muito triste, agora sou mais alegre.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01513-Antes.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Calendário,Tempo e Calendário,O calendário escolar está pregado na parede.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01514-Calendario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Dezembro,Tempo e Calendário,Em dezembro comemora-se o natal.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01515-Dezembro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Dia,Tempo e Calendário,O dia está lindo!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01516-Dia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/52.jpg
Feriado,Tempo e Calendário,Adoro feriados porque posso descansar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/458-feriado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Férias,Tempo e Calendário,"Estou tão cansada, preciso de férias.",,Not Available,
Fevereiro,Tempo e Calendário,As aulas começam em fevereiro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01517-Fevereiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Futuro,Tempo e Calendário,"No futuro, penso morar em outro país.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/745-futuro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Hoje,Tempo e Calendário,Hoje é dia de pagamento!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/746-hoje.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Hora,Tempo e Calendário,O dia possui 24 horas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01518-Hora.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Idade,Tempo e Calendário,Tenho vergonha de perguntar a idade das pessoas.,,Not Available,
Inverno,Tempo e Calendário,O inverno na Europa é rigoroso.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01520-Inverno.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg
Janeiro,Tempo e Calendário,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01521-Janeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg
Julho,Tempo e Calendário,Não há feriados nacionais em julho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01522-Julho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg
Junho,Tempo e Calendário,Junho é o mês das festas juninas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01523-Junho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Maio,Tempo e Calendário,Maio é o mês das noivas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01524-Maio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/77.jpg
Manhã,Tempo e Calendário,Eu trabalho no turno da manhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/747-manh%C3%A3.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Março,Tempo e Calendário,Março é conhecido pelo mês das águas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01526-Mar%C3%A7o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/77.jpg
Novembro,Tempo e Calendário,Novembro é o mês de combate ao câncer de próstata.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01527-Novembro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Ontem,Tempo e Calendário,Ontem dormi na casa de minha tia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01528-Ontem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Outono,Tempo e Calendário,Outono é a estação do ano que as folhas caem das árvores.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01529-Outono.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Outubro,Tempo e Calendário,Outubro é o décimo mês do ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01530-Outubro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg
Primavera,Tempo e Calendário,Adoro a primavera por causa das flores.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01531-Primavera.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Quarta-Feira,Tempo e Calendário,Quarta-feira tenho jogo de futebol.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/755-quarta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Quinta-Feira,Tempo e Calendário,Quinta-feira irei almoçar com minha amiga.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/761-quinta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Setembro,Tempo e Calendário,Em setembro começa a primavera.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01533-Setembro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Tempo,Tempo e Calendário,O tempo (clima) está muito quente.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01534-Tempo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Verão,Tempo e Calendário,Durante o verão faz muito calor.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01535-Ver%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Abençoar,Verbos,Ele irá nos abençoar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01551-Aben%C3%A7oar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg
Abraçar,Verbos,Ela adora abraçar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01552-Abra%C3%A7ar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Abrir,Verbos,Eu abri a porta e encontrei você.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01553-Abrir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Acalmar,Verbos,Gosto de comer chocolate para me acalmar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01555-Acalmar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Achar,Verbos,Achei o brinco que procurava.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01556-Achar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Acompanhar,Verbos,"Está tarde, irei te acompanhar até a sua casa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01558-Acompanhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Acontecer,Verbos,Sabia que isso iria acontecer.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01559-Acontecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Acordar,Verbos,Hoje acordei mais cedo e fui para o trabalho caminhando.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01560-Acordar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Acostumado,Verbos,Estou acostumada a viajar sozinha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01561-Acostumado.mp4,
Acreditar,Verbos,Não acreditei quando ele disse que você viria para o casamento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01562-Acreditar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Acrescentar,Verbos,Acrescente minhas sugestões ao seu projeto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01563-Acrescentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg
Acumular,Verbos,Eu acumulei a função de professor e coordenador do curso.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01564-Acumular.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Acusar,Verbos,Ela me acusou de ter quebrado o prato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01565-Acusar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Adiar,Verbos,A diretoria resolveu adiar a reunião de hoje para amanhã .,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01567-Adiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
Adivinhar,Verbos,Adivinha quem me ligou ontem!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01568-Adivinhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Admirar,Verbos,Eu amo admirar a natureza.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01569-Adimirar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Adotar,Verbos,Vou adotar um gato.,EU FUTURO ADOTAR GATO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/888-adotar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Afastar,Verbos,Ela é fofoqueira. É melhor se afastar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01572-Afastar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Afogar,Verbos,"Se você mergulhar ali, irá se afogar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01573-Afogar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Afundar,Verbos,Adoro jogar pedras no rio e vê-las afundar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01574-Afundar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Agarrar,Verbos,O gato agarrou o meu casaco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01575-Agarrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Agendar,Verbos,Precisamos agendar um horário com a professora.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01576-Agendar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Agradecer,Verbos,Eu lhe agradeço por tudo que faz por mim.,EU AGRADECER VOCE TUDO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1400-agradecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Aguentar,Verbos,Está difícil aguentar esse trabalho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01577-Aguentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Ajoelhar,Verbos,Tive que me ajoelhar para passar embaixo da cerca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01579-Ajoelhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Ajudar,Verbos,Posso ajudar você a fazer o doce.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/709-ajudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Almoçar,Verbos,"Hoje, irei almoçar em casa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01583-Almo%C3%A7ar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg
Alugar,Verbos,Irei alugar a minha casa na praia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01584-Alugar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Amamentar,Verbos,A mãe deve amamentar seu filho até os seis meses de idade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01585-Amamentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
Amar,Verbos,Eu não canso de amar meus amigos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01587-Amor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Anotar,Verbos,Irei anotar seu telefone na minha agenda.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01588-Anotar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
