Word,category,example_pt,example_libras,video_url,hand_gesture
Bisavô,Pessoas e Família,O meu bisavô mora no Rio de Janeiro.,MEU BISAVÔ MORAR RIO-DE-JANEIRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/893-bisav%C3%B4.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Chato,Pessoas e Família,Aquela menina falou que eu sou chato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chato.mp4,
Criança,Pessoas e Família,A criança gosta de brincar.,CRIANÇAS GOSTAR BRINCAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/894-crian%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Cunhada,Pessoas e Família,Minha cunhada é advogada.,MINHA CUNHADA ADVOGADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/895-cunhada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Cunhado,Pessoas e Família,Meu cunhado é médico.,MEU CUNHADO MÉDICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/896-cunhado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Dama,Pessoas e Família,A minha filha será a dama de honra do meu casamento.,,Not Available,
Esposa,Pessoas e Família,A minha esposa faz uma comida deliciosa.,MINHA ESPOSA COZINHAR MARAVILHOSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/897-esposa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Família,Pessoas e Família,Minha família é unida.,MINHA FAMÍLIA UNIÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/898-familia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Feio,Pessoas e Família,Eles me acham feio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feio.mp4,
Filha,Pessoas e Família,A minha filha é linda.,MINHA FILHA LINDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/899-filha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Filho,Pessoas e Família,Meu filho adora jogar futebol.,MEU FILHO GOSTAR-MUITO FUTEBOL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/900-filho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Filho Adotivo,Pessoas e Família,Tenho um filho adotivo.,EU ADOTAR FILHO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/901-filhoadotivo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Gêmeos,Pessoas e Família,Estou gravida de gêmeos.,EU GRÁVIDA GÊMEOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/903-gemeos.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Genro,Pessoas e Família,Meu genro é muito inteligente.,MEU GENRO INTELIGENTE-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/904-genro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/50.jpg
Homem,Pessoas e Família,Esse homem é legal.,AQUELE HOMEM GENTIL-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/905-homem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Idoso,Pessoas e Família,Os idosos podem usar o ônibus circular de graça.,,Not Available,
Irmã,Pessoas e Família,Minha irmã gosta de estudar.,MINHA IRMÃ ESTUDAR GOSTAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/906-irm%C3%A3.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Irmão,Pessoas e Família,Meu irmão se chama Joel.,MEU IRMÃO NOME J-O-E-L.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/907-irm%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Jovem,Pessoas e Família,Os jovens precisam trabalhar.,JOVENS PRECISAR CONSEGUIR TRABALHAR BOM.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/908-jovem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Madrasta,Pessoas e Família,Eu e minha madrasta somos muito amigas.,MINHA MADRASTA JUNTO EU AMIGO VERDADE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/909-madrasta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Madrinha,Pessoas e Família,A minha madrinha trabalha como professora.,MINHA MADRINHA PROFESSORA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/910-madrinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Mãe,Pessoas e Família,Tem muitas coisas que minha mãe precisa me ajudar.,"""MINHA MÃE AJUDAR-EU DEVER-DE-CASA. """,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/911-m%C3%A3e.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Marido,Pessoas e Família,Meu marido trabalha demais.,MEU MARIDO TRABALHAR-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/912-marido.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Menina,Pessoas e Família,Essa menina é minha filha.,AQUELA MINHA FILHA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/913-menina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Menino,Pessoas e Família,O Bruno é um menino humilde.,B-R-U-N-O MENINO SIMPÁTICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/914-menino.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Mulher,Pessoas e Família,Essa mulher é legal.,MULHER GENTIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/915-mulher.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Namorada,Pessoas e Família,A minha namorada mora perto da minha casa.,MINHA NAMORADA MORAR PERTO MINHA CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/916-namorada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Namorado,Pessoas e Família,Meu namorado estuda Matemática.,MEU NAMORADO ESTUDAR MATEMÁTICA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/917-namorado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Neto,Pessoas e Família,Meu neto está aprendendo a dirigir.,MEU NETO APRENDER DIRIGIR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/918-neto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Noiva,Pessoas e Família,Hoje é o aniversário da minha noiva.,HOJE ANIVERSÁRIO MINHA NOIVA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/919-noiva.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Noivo,Pessoas e Família,O meu noivo foi cortar o cabelo.,MEU NOIVO IR CORTAR-CABELO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/920-noivo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Nome,Pessoas e Família,Meu nome é Gabriela.,,Not Available,
Nome Completo,Pessoas e Família,Meu nome completo é Iago Araújo Rodrigues.,,Not Available,
Nora,Pessoas e Família,A minha nora é uma ótima mãe.,MINHA NORA FUTURO MÃE ÓTIMO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/921-nora.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Padrasto,Pessoas e Família,O meu padrasto sempre joga vídeo game.,MEU PADRASTO JUNTO EU SEMPRE JOGAR VIDEO-GAME.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/922-padrasto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Padrinho,Pessoas e Família,Meu padrinho faz uma pizza deliciosa.,MEU PADRINHO COZINHAR PIZZA DELÍCIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/923-padrinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Pai,Pessoas e Família,Meu pai se chama João.,NOME MEU PAI J-O-Ã-O.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/924-pai.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Pessoa,Pessoas e Família,Não conheço essa pessoa.,EU NAO-CONHECER ESSA PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1363-pessoa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Prima,Pessoas e Família,Minha prima mora em Viçosa.,MINHA PRIMA MORAR CIDADE VIÇOSA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/925-prima.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Primo,Pessoas e Família,Eu e meus primos adoramos brincar na rua.,EU JUNTO PRIMO+ ADORAR BRINCAR RUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/926-primo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Sobrinha,Pessoas e Família,Meu pai tem três sobrinhas.,MEU PAI TER TRÊS SOBRINHA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/927-sobrinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Sobrinho,Pessoas e Família,Hoje é aniversário do meu sobrinho.,HOJE ANIVERSÁRIO MEU SOBRINHO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/928-sobrinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Sogra,Pessoas e Família,Minha sogra é muito prestativa.,MINHA SOGRA GOSTAR AJUDAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/929-sogra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Sogro,Pessoas e Família,Meu sogro é motorista.,MEU SOGRO TRABALHAR MOTORISTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/930-sogro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Solteiro,Pessoas e Família,Terminei o namoro e agora estou solteira.,EU NAMORO ACABAR AGORA SOLTEIR@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/931-solteiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Tia,Pessoas e Família,A minha tia trabalha como cabeleireira.,MINHA TIA TRABALHAR CABELEREIRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00933-tia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Tio,Pessoas e Família,O meu tio é mecânico.,MEU TIO TRABALHAR MECÂNICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00934-tio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Vizinho,Pessoas e Família,O meu vizinho é uma boa pessoa que sempre me apoia.,MEU VIZINHO BOM SEMPRE AJUDAR-NÓS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00935-vizinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Vovó,Pessoas e Família,A minha vovó cozinha muito bem.,,Not Available,
Vovô,Pessoas e Família,O meu vovô adora cachorros.,,Not Available,
Advogado,Profissões,Estou procurando um advogado para me defender do juíz.,PROCURAR ADVOGADO ELE PODE AJUDAR VOCE COMO AREA JURIDICA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1399-advogado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Arquiteto,Profissões,Contratei um arquiteto para reformar minha casa.,CONTRATAR PASSADO ARQUITETO REFORMAR CASA MINHA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1402-arquiteto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Bailarina,Profissões,Aquela bailarina é muito talentosa.,AQUELA BAILARINA TALENTO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1403-bailarina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Bancário,Profissões,Para ser bancário é preciso ser simpático e paciente.,BANCARIO PRECISAR SIMPATIA TAMBEM PACIENCIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1404-bancario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Bombeiro,Profissões,Meu vizinho é bombeiro.,MEU VIZINHO BOMBEIRO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01405-Bombeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Cabeleireiro,Profissões,Meu cabeleireiro é muito simpático.,MEU CABELEREIRO SIMPATICO-MUITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01406-Cabelereiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Caçador,Profissões,O caçador atirou no coelho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ca%C3%A7ador.mp4,
Cozinheiro,Profissões,Minha avó foi cozinheira.,MINHA AVO COZINHAR PASSADO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01409-Cozinheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Eletricista,Profissões,"Preciso de um eletricista, a fiação da minha casa está com problemas.",EU PRECISAR ELETRICISTA PORQUE FIO CASA MINHA DEFEITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01411-Eletricista.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Empregada Doméstica,Profissões,Minha mãe é uma excelente empregada doméstica.,MINHA MAE OTIMA EMPREGADA-DOMESTICA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01412-Empregada-Dom%C3%A9stica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Enfermeiro,Profissões,Fui atendida por um enfermeiro muito competente.,ENFERMEIR@ COMPETENCIA ATENDER PASSADO EU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01413-Enfermeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Engenheiro,Profissões,O engenheiro autorizou a obra.,QUANDO ENGENHEIR@ LIVRE OBRA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01414-Engenheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Farmacêutico,Profissões,Meu namorado quer ser farmacêutico.,MEU NAMORADO QUER FORMAR FARMACIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01415-Farmaceutico.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Faxineiro,Profissões,A faxineira limpa minha casa uma vez por semana.,FAXINEIRA LIMPAR MINHA CASA UM-DIA SEMANA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01416-Faxineiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Fisioterapia,Profissões,Eu faço fisioterapia porque tenho dores no joelho.,EU FISIOTERAPIA PORQUE DOR JOELHO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01417-Fisioterapia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Fonoaudiólogo,Profissões,Na escola do meu filho tem uma fonoaudióloga.,ESCOLA MEU FILHO TER FONOAUDIOLOG@,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01418-Fonoaudiologo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/44.jpg
Hora Extra,Profissões,O pagamento da hora extra é um direito do funcionário.,PAGAR HORA EXTRA DIREITO FUNCIONÁRIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1187-horaextra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Juiz,Profissões,"Ontem, o juiz não aceitou a apelação do advogado.",ONTEM JUIZ ACEITAR-NAO PROVA ADVOGADO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01422-Juiz.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Mecânico,Profissões,Conheço um bom mecânico.,EU CONHECER MECANICO BOM,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01423-Mecanico.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Motorista,Profissões,O motorista precisa ter atenção sempre.,MOTORISTA PRECISAR ATENCAO SEMPRE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01425-Motorista.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Padeiro,Profissões,Todos os dias o padeiro acorda as três horas da manhã.,TODO-DIA PADEIRO ACORDAR 3 HORAS MADRUGADA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01426-Padeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Palhaço,Profissões,Contratei um palhaço para a festa.,EU CONTRATAR PASSADO PALHACO FESTA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01427-Palha%C3%A7o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Pintor,Profissões,O meu tio é pintor de casas.,MEU TI@ PINTAR CASA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01428-Pintor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Policial,Profissões,O policial faz rondas pela cidade para manter a segurança.,POLICIAL VIGIAR CIDADE POR ISSO SEGURANCA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01429-Policial.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Prefeito,Profissões,O prefeito liberou o aumento do salário dos enfermeiros.,PREFEITO SALARIO AUMENTAR ENFERMEIRO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01431-Prefeito.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Presidente,Profissões,O presidente da câmara de vereadores é ruim.,PRESIDENTE CAMARA VEREADORES RUIM,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01432-Presidente.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Professor,Profissões,Eu adoro minha professora de Artes.,EU GOSTAR MEU PROFESSOR@ ARTES,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01433-Professor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Psiquiatra,Profissões,Meu pai me levou a um psiquiatra.,MEU PAI LEVAR-EU PSIQUIATRA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01436-Psiquiatra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg
Secretário,Profissões,O secretário é muito competente.,SECRETARI@ COMPETENTE-MUITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01439-Secretario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Senador,Profissões,O senador ganhou muitos votos.,VOCE SABER QUAL SENADOR ESTADO SEU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01440-Senador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Vendedor,Profissões,Para ser um bom vendedor é preciso ser comunicativo.,BOM VENDEDOR PRECISAR INTERACAO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01442-Vendedor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Vereador,Profissões,O vereador está lutando para conseguir um projeto de lei.,VEREADOR TENTAR CONSEGUIR PROJETO LEI,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01437-Vereador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Acidente de carro,"Situações, Cotidiano e Eventos",Ontem aconteceu um acidente de carro na minha rua.,ONTEM MINHA RUA ACONTECER CARRO ACIDENTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1224-acidentedecarro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Alerta,"Situações, Cotidiano e Eventos",Esteja sempre alerta enquanto dirige.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01581-Alerta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Algum,"Situações, Cotidiano e Eventos",Achar algum dinheiro por aí seria ótimo!,VOCE FALTAR AULA ALGUM DIA?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1359-algum.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Aliviado,"Situações, Cotidiano e Eventos","Eu estou aliviado, agora que você chegou.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01582-Aliviado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Alma,"Situações, Cotidiano e Eventos",Todos temos uma alma.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01801-alma.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg
Altar,"Situações, Cotidiano e Eventos",O altar da igreja está lindo.,ALTAR IGREJA LINDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1355-altar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
